biome1,biome2,biome3,accession,experiment_type,platform,model
Host-associated,Host-associated:Human,Host-associated:Human:Skin,ERR5084188,metagenomic,ILLUMINA,Illumina HiSeq 4000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,ERR5083213,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Human,Host-associated:Human:Skin,ERR5083189,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Human,Host-associated:Human:Skin,ERR5084080,metagenomic,ILLUMINA,Illumina HiSeq 4000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,ERR5083305,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Human,Host-associated:Human:Skin,ERR5084190,metagenomic,ILLUMINA,Illumina HiSeq 4000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,ERR5084082,metagenomic,ILLUMINA,Illumina HiSeq 4000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,ERR5084131,metagenomic,ILLUMINA,Illumina HiSeq 4000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,ERR5084098,metagenomic,ILLUMINA,Illumina HiSeq 4000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,ERR5083249,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Human,Host-associated:Human:Skin,ERR5084157,metagenomic,ILLUMINA,Illumina HiSeq 4000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,ERR5083173,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Human,Host-associated:Human:Skin,ERR5083172,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Human,Host-associated:Human:Skin,ERR5083225,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Human,Host-associated:Human:Skin,ERR5084074,metagenomic,ILLUMINA,Illumina HiSeq 4000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,ERR5084179,metagenomic,ILLUMINA,Illumina HiSeq 4000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,ERR5083128,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Human,Host-associated:Human:Skin,ERR5083272,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Human,Host-associated:Human:Skin,ERR5083192,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Human,Host-associated:Human:Skin,ERR5083302,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Human,Host-associated:Human:Skin,ERR5083239,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Human,Host-associated:Human:Skin,ERR5083322,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Human,Host-associated:Human:Skin,ERR5083157,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Human,Host-associated:Human:Skin,ERR5083325,metagenomic,ILLUMINA,HiSeq X Ten
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR6216779,metagenomic,ILLUMINA,NextSeq 500
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR6216796,metagenomic,ILLUMINA,NextSeq 500
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR6216841,metagenomic,ILLUMINA,NextSeq 500
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR6216724,metagenomic,ILLUMINA,NextSeq 500
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR6216867,metagenomic,ILLUMINA,NextSeq 500
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR6216758,metagenomic,ILLUMINA,NextSeq 500
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR6216742,metagenomic,ILLUMINA,NextSeq 500
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR6216751,metagenomic,ILLUMINA,NextSeq 500
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR6216806,metagenomic,ILLUMINA,NextSeq 500
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR6216717,metagenomic,ILLUMINA,NextSeq 500
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR1624794,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR1631487,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR1631486,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR1631485,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR1631484,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR1632450,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR1632449,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR1632448,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR1632447,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR1632446,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR1632445,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR1632444,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR1632443,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR1632442,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR1632441,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR1632440,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR1632439,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR1632438,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR1632437,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR1632847,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR1632846,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR1632845,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR1632844,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR1632843,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR1632842,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR1632841,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR3183651,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR3183650,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR3183649,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR3183648,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR3187093,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR3187210,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR3187208,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR3187448,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR3187447,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR3187446,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR3187445,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR3187444,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR3188293,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR6145083,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR6145077,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR6145084,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,ERR2538351,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,ERR2538388,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,ERR2538402,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,ERR2538418,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,ERR2538511,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,ERR2538516,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,ERR2538400,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,ERR2538429,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,ERR2538499,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,ERR2538501,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,ERR2538526,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,ERR2538438,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,ERR2538464,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,ERR2538515,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR1623056,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR1623055,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR1623054,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR1623052,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR1623051,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR1631287,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR1631286,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR1631285,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR1631284,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR1631283,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR1631282,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR1631321,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR1631320,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR1631319,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR1631318,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR1631317,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR1631316,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR1631315,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR1631314,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR1631313,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR1631312,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR1631311,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR1631310,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR1631309,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR1631308,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR3182026,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR3182025,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR3182023,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR3182022,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR3182021,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR3182020,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR1622865,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR1622864,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR1622890,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR1622889,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR1631249,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR1631248,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR1631247,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR1631246,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR1631245,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR1631244,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR1631705,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR1631704,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR1631703,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR1631702,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR1631701,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR1631700,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR1633016,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR1633015,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR1633014,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR1633013,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR1633012,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR1633011,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR1631102,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR1631101,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR1631100,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR1631099,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR1631098,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR1631097,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR1632417,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR1632416,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Skin,SRR1632415,metagenomic,ILLUMINA,Illumina HiSeq 2000
